epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.14173,1.3985,3.68189,1.26895,0.00556,0.90909,0.02083,0.00663,1.2045,3.38432,0.97353,0,0,0
2,0.32039,1.1928,3.65311,1.11597,0.00556,0.90909,0.0244,0.00713,1.19917,3.38145,0.98397,1.99901e-05,1.99901e-05,1.99901e-05
3,0.512359,1.3095,3.5906,1.20298,0.00556,0.90909,0.01825,0.00647,1.19577,3.37953,0.98315,3.99604e-05,3.99604e-05,3.99604e-05
4,0.696041,1.25245,3.58721,1.12806,0.00556,0.90909,0.0221,0.00759,1.20656,3.36855,0.98173,5.99109e-05,5.99109e-05,5.99109e-05
5,0.853576,1.11856,3.52239,1.09296,0.00556,0.90909,0.01969,0.00685,1.21274,3.36552,0.98248,7.98416e-05,7.98416e-05,7.98416e-05
6,1.007,1.24773,3.46213,1.17657,0.00611,1,0.04401,0.02975,1.31546,3.28925,0.94635,9.97525e-05,9.97525e-05,9.97525e-05
7,1.19972,0.99041,3.32829,1.03209,0.00611,1,0.21813,0.1868,1.23173,3.19289,0.92396,0.000119644,0.000119644,0.000119644
8,1.38656,1.07164,3.20059,1.04421,0.00611,1,0.38122,0.28052,1.23541,3.16265,0.91357,0.000139515,0.000139515,0.000139515
9,1.75229,1.01921,2.86677,1.01387,0.00611,1,0.75761,0.48445,1.25424,3.11976,0.91255,0.000159366,0.000159366,0.000159366
10,1.94105,1.05142,2.37565,0.96622,0.00611,1,0.88753,0.56394,1.24918,3.05064,0.9052,0.000179198,0.000179198,0.000179198
11,2.12953,1.1373,2.24589,0.9959,0.00611,1,0.93642,0.58689,1.26278,2.98599,0.90571,0.00019901,0.00019901,0.00019901
12,2.32181,1.05099,1.81483,0.9668,0.00611,1,0.97571,0.59242,1.25014,2.93269,0.90562,0.000218802,0.000218802,0.000218802
13,2.51394,1.00394,1.38913,0.94457,1,0.81377,0.9875,0.55314,1.24171,2.85863,0.89731,0.000238574,0.000238574,0.000238574
14,2.70062,1.07283,1.73549,0.95225,1,0.74862,0.9875,0.53182,1.27315,2.80984,0.90196,0.000258327,0.000258327,0.000258327
15,2.886,1.0073,1.53649,0.97194,1,0.6392,0.98,0.53657,1.25593,2.87505,0.9014,0.00027806,0.00027806,0.00027806
16,3.07383,1.1803,1.52204,1.02191,0.01944,1,0.94931,0.52103,1.23591,2.90923,0.90034,0.000297773,0.000297773,0.000297773
17,3.26195,1.06558,1.36336,0.95853,0.00611,1,0.93131,0.53355,1.24587,2.94702,0.92389,0.000317466,0.000317466,0.000317466
18,3.44978,1.00318,1.27903,0.95471,0.00611,1,0.91331,0.53238,1.26043,2.95742,0.94155,0.000337139,0.000337139,0.000337139
19,3.63787,1.048,1.47684,0.97727,0.00611,1,0.93206,0.53578,1.32736,2.96607,0.97285,0.000356792,0.000356792,0.000356792
20,3.82342,1.04864,1.40273,1.00322,0.00611,1,0.92231,0.52001,1.37148,2.95371,0.97689,0.000376426,0.000376426,0.000376426
21,4.01134,1.01766,1.3045,0.97133,0.00611,1,0.92043,0.51333,1.3732,2.95582,0.99009,0.00039604,0.00039604,0.00039604
22,4.27028,0.98028,1.32874,0.9723,0.00611,1,0.83182,0.51861,1.323,2.97135,1.00117,0.000415634,0.000415634,0.000415634
23,4.45845,0.89555,1.27179,0.99554,0.00611,1,0.77136,0.50246,1.28594,2.97285,0.99367,0.000435208,0.000435208,0.000435208
24,4.64515,0.98233,1.12587,1.01011,0.00611,1,0.566,0.38377,1.24511,3.02703,0.98404,0.000454763,0.000454763,0.000454763
25,4.8341,0.966,1.22622,0.98462,0.00611,1,0.37683,0.26643,1.17357,3.12875,0.95822,0.000474298,0.000474298,0.000474298
26,5.02203,0.85599,1.25473,0.97081,0.00611,1,0.27151,0.16141,1.22679,3.19358,0.99676,0.000493813,0.000493813,0.000493813
27,5.21057,0.93629,1.33684,0.96083,0.00611,1,0.24303,0.14991,1.25632,3.2189,0.99971,0.000513308,0.000513308,0.000513308
28,5.39956,0.91807,1.16443,0.93544,0.00611,1,0.19147,0.14874,1.29767,3.24545,1.03514,0.000532783,0.000532783,0.000532783
29,5.5873,0.92308,1.20477,0.99747,0.00611,1,0.18719,0.14236,1.31399,3.23238,1.06688,0.000552238,0.000552238,0.000552238
30,5.77555,0.89738,1.08881,0.92293,0.00611,1,0.1343,0.12188,1.32602,3.21786,1.05359,0.000571674,0.000571674,0.000571674
31,5.95585,0.86221,1.03965,0.9405,0.00611,1,0.1343,0.12188,1.32602,3.21786,1.05359,0.00059109,0.00059109,0.00059109
32,6.14962,0.98756,1.05064,0.97566,0.00611,1,0.11284,0.09521,1.31019,3.2184,1.05405,0.000610486,0.000610486,0.000610486
33,6.331,0.91994,1.20853,0.97052,0.00611,1,0.11284,0.09521,1.31019,3.2184,1.05405,0.000629862,0.000629862,0.000629862
34,6.51965,0.93851,1.11717,0.98247,0.00611,1,0.11274,0.1048,1.26606,3.18848,1.03197,0.000649219,0.000649219,0.000649219
35,6.77085,0.82402,1.09054,0.92277,0.00611,1,0.11274,0.1048,1.26606,3.18848,1.03197,0.000668556,0.000668556,0.000668556
36,6.96555,0.81774,1.10079,0.96756,0.00611,1,0.11255,0.09598,1.21905,3.14626,1.0207,0.000687873,0.000687873,0.000687873
37,7.14885,0.83269,1.02344,0.90392,0.00611,1,0.11255,0.09598,1.21905,3.14626,1.0207,0.00070717,0.00070717,0.00070717
38,7.33645,0.84393,1.11581,0.94297,0.00611,1,0.0393,0.0285,1.25942,3.07055,1.03761,0.000726447,0.000726447,0.000726447
39,7.51476,0.76363,0.94024,0.91358,0.00611,1,0.0393,0.0285,1.25942,3.07055,1.03761,0.000745704,0.000745704,0.000745704
40,7.69995,0.82224,0.99336,0.89168,0.00611,1,0.35177,0.21056,1.33556,2.97822,1.04782,0.000764942,0.000764942,0.000764942
41,7.87798,0.87504,1.07618,0.9685,0.00611,1,0.35177,0.21056,1.33556,2.97822,1.04782,0.00078416,0.00078416,0.00078416
42,8.06706,0.96019,1.1425,0.99309,0.00611,1,0.63148,0.38037,1.39572,2.92459,1.04142,0.000803358,0.000803358,0.000803358
43,8.24934,0.87642,0.99191,0.91466,0.00611,1,0.63148,0.38037,1.39572,2.92459,1.04142,0.000822536,0.000822536,0.000822536
44,8.43839,0.83959,0.94484,0.91869,0.00611,1,0.61421,0.38608,1.3534,2.8896,1.02323,0.000841695,0.000841695,0.000841695
45,8.61598,0.74688,0.95983,0.87342,0.00611,1,0.61421,0.38608,1.3534,2.8896,1.02323,0.000860834,0.000860834,0.000860834
46,8.80557,0.75809,0.93979,0.90528,0.00611,1,0.90191,0.59136,1.24557,2.76286,1.02238,0.000879952,0.000879952,0.000879952
47,8.98383,0.82612,0.98074,0.91139,0.00611,1,0.90191,0.59136,1.24557,2.76286,1.02238,0.000899052,0.000899052,0.000899052
48,9.23761,0.92037,0.97075,0.95207,0.00611,1,0.91956,0.62643,1.1995,2.66131,1.01323,0.000918131,0.000918131,0.000918131
49,9.4215,0.85892,1.01309,0.89525,0.00611,1,0.91956,0.62643,1.1995,2.66131,1.01323,0.00093719,0.00093719,0.00093719
50,9.6123,0.86273,0.92404,0.94445,0.00611,1,0.92429,0.61767,1.30899,2.65891,1.03227,0.00095623,0.00095623,0.00095623
51,9.79347,0.79449,0.93382,0.89758,0.00611,1,0.92429,0.61767,1.30899,2.65891,1.03227,0.00097525,0.00097525,0.00097525
52,9.98842,0.8723,1.02133,0.91113,1,0.33337,0.86456,0.55159,1.32629,2.67756,1.02122,0.00099425,0.00099425,0.00099425
53,10.1702,0.81299,0.89423,0.91665,1,0.33337,0.86456,0.55159,1.32629,2.67756,1.02122,0.00101323,0.00101323,0.00101323
54,10.3555,0.86147,0.8995,0.90239,1,0.15033,0.69733,0.48859,1.24543,2.69576,1.01886,0.00103219,0.00103219,0.00103219
55,10.5354,0.73111,0.9253,0.89122,1,0.15033,0.69733,0.48859,1.24543,2.69576,1.01886,0.00105113,0.00105113,0.00105113
56,10.7213,0.83146,1.00293,0.92889,1,0.15642,0.64543,0.43442,1.22165,2.75697,1.03702,0.00107005,0.00107005,0.00107005
57,10.9012,0.81168,0.85709,0.90364,1,0.15642,0.64543,0.43442,1.22165,2.75697,1.03702,0.00108895,0.00108895,0.00108895
58,11.0915,0.78258,0.90101,0.89657,1,0.16583,0.73709,0.46327,1.32135,2.77315,1.04631,0.00110783,0.00110783,0.00110783
59,11.2756,0.86918,0.89835,0.9372,1,0.16583,0.73709,0.46327,1.32135,2.77315,1.04631,0.0011267,0.0011267,0.0011267
60,11.4645,0.77973,0.83478,0.91299,1,0.18053,0.8226,0.46177,1.37498,2.70221,1.04221,0.00114554,0.00114554,0.00114554
61,11.7138,0.76862,0.90005,0.94604,1,0.18053,0.8226,0.46177,1.37498,2.70221,1.04221,0.00116436,0.00116436,0.00116436
62,11.9042,0.78137,0.89563,0.90832,1,0.31114,0.87008,0.53919,1.40983,2.53477,1.03983,0.00118316,0.00118316,0.00118316
63,12.0859,0.77268,0.84637,0.90425,1,0.31114,0.87008,0.53919,1.40983,2.53477,1.03983,0.00120194,0.00120194,0.00120194
64,12.2793,0.78507,0.88762,0.94329,1,0.38859,0.86939,0.5874,1.3773,2.47631,1.01831,0.00122071,0.00122071,0.00122071
65,12.459,0.66595,0.8963,0.85409,1,0.38859,0.86939,0.5874,1.3773,2.47631,1.01831,0.00123945,0.00123945,0.00123945
66,12.6499,0.75612,0.91219,0.91391,1,0.52944,0.92852,0.56168,1.3707,2.39273,1.0661,0.00125817,0.00125817,0.00125817
67,12.844,0.75406,0.8268,0.87095,1,0.52944,0.92852,0.56168,1.3707,2.39273,1.0661,0.00127688,0.00127688,0.00127688
68,13.0336,0.80602,0.91035,0.92394,0.96302,0.72727,0.9725,0.57443,1.38914,2.27928,1.06437,0.00129556,0.00129556,0.00129556
69,13.216,0.76092,0.85772,0.91536,0.96302,0.72727,0.9725,0.57443,1.38914,2.27928,1.06437,0.00131422,0.00131422,0.00131422
70,13.4056,0.765,0.81679,0.89227,0.88053,0.67255,0.86259,0.54324,1.42653,2.24164,1.08752,0.00133287,0.00133287,0.00133287
71,13.5868,0.72632,0.79131,0.87238,0.88053,0.67255,0.86259,0.54324,1.42653,2.24164,1.08752,0.00135149,0.00135149,0.00135149
72,13.7756,0.68365,0.76808,0.88342,0.87669,0.63636,0.79598,0.56404,1.30126,2.11991,1.08634,0.00137009,0.00137009,0.00137009
73,13.9606,0.67784,0.7537,0.85206,0.87669,0.63636,0.79598,0.56404,1.30126,2.11991,1.08634,0.00138868,0.00138868,0.00138868
74,14.2249,0.71612,0.78111,0.91283,0.78609,0.54545,0.67948,0.4276,1.33122,2.05623,1.18369,0.00140724,0.00140724,0.00140724
75,14.406,0.81842,0.81774,0.92203,0.78609,0.54545,0.67948,0.4276,1.33122,2.05623,1.18369,0.00142579,0.00142579,0.00142579
76,14.5983,0.74665,0.74558,0.89838,0.79797,0.54545,0.69673,0.40429,1.4275,2.03848,1.33506,0.00144431,0.00144431,0.00144431
77,14.7812,0.74097,0.79831,0.91082,0.79797,0.54545,0.69673,0.40429,1.4275,2.03848,1.33506,0.00146282,0.00146282,0.00146282
78,14.9719,0.69762,0.81228,0.85118,1,0.52626,0.74686,0.4423,1.38898,2.13247,1.26,0.0014813,0.0014813,0.0014813
79,15.1538,0.77275,0.78456,0.92307,1,0.52626,0.74686,0.4423,1.38898,2.13247,1.26,0.00149977,0.00149977,0.00149977
80,15.3438,0.8238,0.82407,0.95068,0.92033,0.54545,0.77935,0.48417,1.34101,2.08139,1.1681,0.00151821,0.00151821,0.00151821
81,15.5256,0.69366,0.73763,0.90504,0.92033,0.54545,0.77935,0.48417,1.34101,2.08139,1.1681,0.00153664,0.00153664,0.00153664
82,15.7128,0.72079,0.79108,0.90679,0.846,0.63636,0.7075,0.46289,1.2819,1.9049,1.122,0.00155505,0.00155505,0.00155505
83,15.9037,0.70103,0.7748,0.92131,0.846,0.63636,0.7075,0.46289,1.2819,1.9049,1.122,0.00157343,0.00157343,0.00157343
84,16.0984,0.68964,0.73749,0.9058,0.68823,0.60426,0.60255,0.37809,1.28724,1.90053,1.1155,0.0015918,0.0015918,0.0015918
85,16.282,0.75279,0.7318,0.92281,0.68823,0.60426,0.60255,0.37809,1.28724,1.90053,1.1155,0.00161015,0.00161015,0.00161015
86,16.4706,0.68966,0.7004,0.89703,0.82261,0.63636,0.7461,0.43944,1.38734,1.91757,1.15466,0.00162847,0.00162847,0.00162847
87,16.649,0.78123,0.86557,0.91304,0.82261,0.63636,0.7461,0.43944,1.38734,1.91757,1.15466,0.00164678,0.00164678,0.00164678
88,16.9146,0.69839,0.76376,0.91442,0.85745,0.63636,0.77052,0.42029,1.35642,2.05474,1.13867,0.00166507,0.00166507,0.00166507
89,17.0974,0.76902,0.83278,0.8981,0.85745,0.63636,0.77052,0.42029,1.35642,2.05474,1.13867,0.00168333,0.00168333,0.00168333
90,17.2887,0.67733,0.78102,0.9271,0.88623,0.70986,0.84533,0.49776,1.24886,1.89865,1.16595,0.00170158,0.00170158,0.00170158
91,17.4723,0.74915,0.82676,0.98095,0.88623,0.70986,0.84533,0.49776,1.24886,1.89865,1.16595,0.00171981,0.00171981,0.00171981
92,17.6537,0.68316,0.79684,0.9133,0.88623,0.70986,0.84533,0.49776,1.24886,1.89865,1.16595,0.00173802,0.00173802,0.00173802
93,17.8398,0.81694,0.81121,0.97355,0.89719,0.79519,0.80588,0.50059,1.21001,1.70702,1.11965,0.00175621,0.00175621,0.00175621
94,18.0198,0.77049,0.77664,0.93418,0.89719,0.79519,0.80588,0.50059,1.21001,1.70702,1.11965,0.00177437,0.00177437,0.00177437
95,18.2056,0.70557,0.70086,0.92305,0.89719,0.79519,0.80588,0.50059,1.21001,1.70702,1.11965,0.00179252,0.00179252,0.00179252
96,18.4123,0.75049,0.80087,0.92901,0.86795,0.81818,0.81552,0.48294,1.439,1.70251,1.24565,0.00181065,0.00181065,0.00181065
97,18.5924,0.86918,0.88006,0.94915,0.86795,0.81818,0.81552,0.48294,1.439,1.70251,1.24565,0.00182876,0.00182876,0.00182876
98,18.7719,0.74208,0.69936,0.89333,0.86795,0.81818,0.81552,0.48294,1.439,1.70251,1.24565,0.00184685,0.00184685,0.00184685
99,18.9589,0.72632,0.72075,0.91733,0.66867,0.72727,0.73731,0.43601,1.46474,1.88111,1.22544,0.00186492,0.00186492,0.00186492
100,19.1438,0.71563,0.73972,0.88323,0.66867,0.72727,0.73731,0.43601,1.46474,1.88111,1.22544,0.00188297,0.00188297,0.00188297
101,19.3952,0.69725,0.73663,0.88647,0.66867,0.72727,0.73731,0.43601,1.46474,1.88111,1.22544,0.001901,0.001901,0.001901
102,19.5848,0.71693,0.72109,0.90164,0.79988,0.81818,0.77347,0.4721,1.45546,1.54443,1.26793,0.00190001,0.00190001,0.00190001
103,19.7642,0.73617,0.77693,0.91651,0.79988,0.81818,0.77347,0.4721,1.45546,1.54443,1.26793,0.00189902,0.00189902,0.00189902
104,19.9455,0.76771,0.72316,0.89675,0.79988,0.81818,0.77347,0.4721,1.45546,1.54443,1.26793,0.00189803,0.00189803,0.00189803
105,20.136,0.71602,0.67756,0.9034,1,0.80795,0.88761,0.49128,1.58601,1.38193,1.43415,0.00189704,0.00189704,0.00189704
106,20.3213,0.75835,0.74602,0.91343,1,0.80795,0.88761,0.49128,1.58601,1.38193,1.43415,0.00189605,0.00189605,0.00189605
107,20.5087,0.75982,0.72129,0.91182,1,0.80795,0.88761,0.49128,1.58601,1.38193,1.43415,0.00189506,0.00189506,0.00189506
108,20.6973,0.80529,0.7556,0.91972,1,0.88181,0.98115,0.56602,1.53492,1.24284,1.45669,0.00189407,0.00189407,0.00189407
109,20.8883,0.70424,0.70111,0.94009,1,0.88181,0.98115,0.56602,1.53492,1.24284,1.45669,0.00189308,0.00189308,0.00189308
110,21.0687,0.61715,0.6643,0.88119,1,0.88181,0.98115,0.56602,1.53492,1.24284,1.45669,0.00189209,0.00189209,0.00189209
111,21.2592,0.73406,0.75548,0.94699,0.87869,0.90909,0.95935,0.54535,1.4168,1.1714,1.40661,0.0018911,0.0018911,0.0018911
112,21.4427,0.67866,0.63881,0.88159,0.87869,0.90909,0.95935,0.54535,1.4168,1.1714,1.40661,0.00189011,0.00189011,0.00189011
113,21.6899,0.76789,0.66588,0.90003,0.87869,0.90909,0.95935,0.54535,1.4168,1.1714,1.40661,0.00188912,0.00188912,0.00188912
114,21.8782,0.73778,0.67865,0.90918,0.83051,0.81818,0.83983,0.47028,1.67433,1.25901,1.7012,0.00188813,0.00188813,0.00188813
115,22.0596,0.71964,0.67716,0.91464,0.83051,0.81818,0.83983,0.47028,1.67433,1.25901,1.7012,0.00188714,0.00188714,0.00188714
116,22.243,0.7089,0.65528,0.90932,0.83051,0.81818,0.83983,0.47028,1.67433,1.25901,1.7012,0.00188615,0.00188615,0.00188615
117,22.4354,0.71049,0.71248,0.87907,0.94291,0.81818,0.98,0.49595,1.64222,1.29854,1.65992,0.00188516,0.00188516,0.00188516
118,22.6226,0.74526,0.65714,0.88568,0.94291,0.81818,0.98,0.49595,1.64222,1.29854,1.65992,0.00188417,0.00188417,0.00188417
119,22.8029,0.70548,0.68916,0.89169,0.94291,0.81818,0.98,0.49595,1.64222,1.29854,1.65992,0.00188318,0.00188318,0.00188318
120,22.9888,0.70809,0.71925,0.881,1,0.80428,0.95182,0.50303,1.55619,1.35001,1.56439,0.00188219,0.00188219,0.00188219
121,23.1701,0.71,0.66463,0.90895,1,0.80428,0.95182,0.50303,1.55619,1.35001,1.56439,0.0018812,0.0018812,0.0018812
122,23.3517,0.6866,0.6681,0.87715,1,0.80428,0.95182,0.50303,1.55619,1.35001,1.56439,0.00188021,0.00188021,0.00188021
123,23.5426,0.69843,0.68997,0.90527,1,0.77012,0.94611,0.43068,1.69311,1.30932,1.77207,0.00187922,0.00187922,0.00187922
124,23.7257,0.67683,0.64488,0.8827,1,0.77012,0.94611,0.43068,1.69311,1.30932,1.77207,0.00187823,0.00187823,0.00187823
125,23.9054,0.61719,0.6434,0.89065,1,0.77012,0.94611,0.43068,1.69311,1.30932,1.77207,0.00187724,0.00187724,0.00187724
126,24.0953,0.75584,0.65348,0.866,1,0.91924,0.995,0.48925,1.52928,1.20925,1.49345,0.00187625,0.00187625,0.00187625
127,24.3466,0.6334,0.61816,0.8439,1,0.91924,0.995,0.48925,1.52928,1.20925,1.49345,0.00187526,0.00187526,0.00187526
128,24.5309,0.69796,0.63639,0.86548,1,0.91924,0.995,0.48925,1.52928,1.20925,1.49345,0.00187427,0.00187427,0.00187427
129,24.7208,0.68755,0.65208,0.89244,0.98177,1,0.995,0.57522,1.45643,0.89824,1.40673,0.00187328,0.00187328,0.00187328
130,24.9007,0.64451,0.6808,0.88669,0.98177,1,0.995,0.57522,1.45643,0.89824,1.40673,0.00187229,0.00187229,0.00187229
131,25.0859,0.66683,0.60418,0.89003,0.98177,1,0.995,0.57522,1.45643,0.89824,1.40673,0.0018713,0.0018713,0.0018713
132,25.2833,0.69354,0.59324,0.9061,0.99177,1,0.995,0.54443,1.48339,0.76953,1.44179,0.00187031,0.00187031,0.00187031
133,25.4723,0.61704,0.57612,0.88862,0.99177,1,0.995,0.54443,1.48339,0.76953,1.44179,0.00186932,0.00186932,0.00186932
134,25.6664,0.63604,0.60912,0.88976,0.99177,1,0.995,0.54443,1.48339,0.76953,1.44179,0.00186833,0.00186833,0.00186833
135,25.8596,0.62416,0.5938,0.87289,0.99243,1,0.995,0.58597,1.40715,0.74394,1.38921,0.00186734,0.00186734,0.00186734
136,26.0431,0.65943,0.65468,0.93145,0.99243,1,0.995,0.58597,1.40715,0.74394,1.38921,0.00186635,0.00186635,0.00186635
137,26.2257,0.72565,0.66318,0.9448,0.99243,1,0.995,0.58597,1.40715,0.74394,1.38921,0.00186536,0.00186536,0.00186536
138,26.4284,0.67612,0.6245,0.84685,0.98878,1,0.995,0.58907,1.32465,0.73502,1.32909,0.00186437,0.00186437,0.00186437
139,26.6099,0.63139,0.60021,0.86236,0.98878,1,0.995,0.58907,1.32465,0.73502,1.32909,0.00186338,0.00186338,0.00186338
140,26.7932,0.6446,0.59681,0.89349,0.98878,1,0.995,0.58907,1.32465,0.73502,1.32909,0.00186239,0.00186239,0.00186239
141,27.059,0.69762,0.62696,0.87466,0.99206,1,0.995,0.5629,1.40094,0.77079,1.38967,0.0018614,0.0018614,0.0018614
142,27.2409,0.59959,0.59011,0.85201,0.99206,1,0.995,0.5629,1.40094,0.77079,1.38967,0.00186041,0.00186041,0.00186041
143,27.4241,0.65259,0.61182,0.8975,0.99206,1,0.995,0.5629,1.40094,0.77079,1.38967,0.00185942,0.00185942,0.00185942
144,27.6209,0.62475,0.62822,0.89844,0.99265,1,0.995,0.57385,1.45564,0.78655,1.35503,0.00185843,0.00185843,0.00185843
145,27.7997,0.6136,0.57583,0.88286,0.99265,1,0.995,0.57385,1.45564,0.78655,1.35503,0.00185744,0.00185744,0.00185744
146,27.997,0.58971,0.55391,0.87923,0.99265,1,0.995,0.57385,1.45564,0.78655,1.35503,0.00185645,0.00185645,0.00185645
147,28.1892,0.67632,0.58815,0.86562,0.91226,1,0.9875,0.55402,1.4641,0.76716,1.27184,0.00185546,0.00185546,0.00185546
148,28.3728,0.61865,0.58517,0.86444,0.91226,1,0.9875,0.55402,1.4641,0.76716,1.27184,0.00185447,0.00185447,0.00185447
